HashCodes,Bad HashCode
Good,3.052631579
Bad #1,6.042105263
Bad #2,82.51578947
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
HashCodes,Bad HashCode
Good,2.126315789
Bad #1,5.326315789
Bad #2,81.11578947
